year,fips,democrat,green,nonaffiliated,republican,votetotal,percent
2000,13297,5484,38,595,12966,19083,39.20767175
2000,13299,3480,0,49,6099,9628,27.20191109
2000,13301,1196,2,14,933,2145,12.26107226
2000,13303,3476,7,46,3162,6691,4.692871021
2000,13305,2736,0,49,5219,8004,31.02198901
2000,13307,541,1,8,359,909,20.0220022
2000,13309,752,2,8,813,1575,3.873015873
2000,13311,2014,47,125,4857,7043,40.36632117
2000,13313,7034,131,285,15852,23302,37.8422453
2000,13315,962,0,22,1381,2365,17.7167019
2000,13317,1940,8,34,2044,4026,2.583209141
2000,13319,1884,3,53,1800,3740,2.245989305
2000,13321,2214,8,47,3792,6061,26.0353077
2000,15001,28670,4604,536,17050,50860,22.84703107
2000,15003,139618,13037,2025,101310,255990,14.96464706
2000,15007,13470,1474,246,6583,21773,31.63091903
2000,15009,23484,2499,389,12876,39248,27.02812882
2000,16001,40650,4846,2939,75050,123485,27.85763453
2000,16003,336,41,56,1476,1909,59.71712939
2000,16005,10892,920,817,18223,30852,23.76183068
2000,16007,517,15,71,2296,2899,61.36598827
2000,16009,895,56,130,2606,3687,46.40629238
2000,16011,3310,74,453,10628,14465,50.59108192
2000,16013,3748,428,234,3528,7938,2.771478962
2000,16015,745,123,168,2019,3055,41.70212766
2000,16017,4318,893,381,8945,14537,31.82912568
2000,16019,7235,363,970,24988,33556,52.90559065
2000,16021,832,132,123,2797,3884,50.59217302
2000,16023,354,5,47,1054,1460,47.94520548
2000,16025,113,7,28,359,507,48.52071006
2000,16027,10588,588,1264,30560,43000,46.44651163
2000,16029,475,28,73,2601,3177,66.91847655
2000,16031,1087,20,189,5983,7279,67.26198654
2000,16033,63,1,7,311,382,64.92146597
2000,16035,841,34,136,2885,3896,52.46406571
2000,16037,416,44,76,1794,2330,59.1416309
2000,16039,1840,97,138,4891,6966,43.79844961
2000,16041,513,19,117,3594,4243,72.61371671
2000,16043,699,33,114,4242,5088,69.63443396
2000,16045,1346,45,216,4376,5983,50.64348989
2000,16047,1282,55,187,3502,5026,44.17031437
2000,16049,1187,106,353,5806,7452,61.98336017
2000,16051,1100,25,231,6480,7836,68.65747831
2000,16053,1360,24,205,4418,6007,50.90727485
2000,16055,13488,1083,1079,28162,43812,33.49310691
2000,16057,5661,999,490,8161,15311,16.3281301
2000,16059,660,12,110,2859,3641,60.39549574
2000,16061,335,13,45,1295,1688,56.87203791
2000,16063,437,18,70,1049,1574,38.88182973
2000,16065,816,37,176,7941,8970,79.43143813
2000,16067,1344,30,237,4907,6518,54.66400736
2000,16069,4995,141,308,10577,16021,34.84177018
2000,16071,307,8,57,1426,1798,62.23581758
2000,16073,623,22,93,2450,3188,57.30865747
2000,16075,1643,80,174,4961,6858,48.38145232
2000,16077,755,9,73,1872,2709,41.23292728
2000,16079,2225,92,189,2879,5385,12.1448468
2000,16081,720,151,55,1745,2671,38.3751404
2000,16083,5777,310,649,15794,22530,44.46071904
2000,16085,1129,201,100,2548,3978,35.67119155
2000,16087,980,64,127,2899,4070,47.14987715
2000,17001,12197,371,210,17331,30109,17.05137999
2000,17003,2357,28,49,1588,4022,19.11984088
2000,17005,3060,113,55,3804,7032,10.58020478
2000,17007,6481,325,100,8617,15523,13.76022676
2000,17009,1077,29,25,1529,2660,16.9924812
2000,17011,7754,363,180,8526,16823,4.588955597
2000,17013,1310,42,21,1229,2602,3.112990008
2000,17015,3113,154,75,3835,7177,10.05991361
2000,17017,2789,94,48,2968,5899,3.034412612
2000,17019,35515,3543,582,34645,74285,1.171165107
2000,17021,6799,269,166,7537,14771,4.996276488
2000,17023,2932,126,56,4398,7512,19.51544196
2000,17025,2212,78,56,3789,6135,25.70497148
2000,17027,6436,295,108,8588,15427,13.94956894
2000,17029,8904,507,187,10495,20093,7.918180461
2000,17031,1280547,42068,8750,534542,1865907,39.98082434
2000,17033,3333,118,75,4974,8500,19.30588235
2000,17035,1870,72,69,2964,4975,21.98994975
2000,17037,14798,1032,264,17139,33233,7.044203051
2000,17039,2870,133,80,3968,7051,15.57225925
2000,17041,3215,132,71,4734,8152,18.63346418
2000,17043,152550,8711,2064,201037,364362,13.30737014
2000,17045,3216,113,70,4833,8232,19.64285714
2000,17047,978,42,28,2212,3260,37.85276074
2000,17049,4225,213,192,9855,14485,38.86779427
2000,17051,3886,122,130,5200,9338,14.07153566
2000,17053,2090,116,58,3889,6153,29.23777019
2000,17055,10201,347,174,8490,19212,8.905892151
2000,17057,8940,276,125,6936,16277,12.31185108
2000,17059,1878,40,49,1591,3558,8.066329399
2000,17061,2490,93,55,3129,5767,11.08028438
2000,17063,7516,257,102,8709,16584,7.193680656
2000,17065,1943,75,50,2519,4587,12.55722695
2000,17067,4256,161,140,5134,9691,9.059952533
2000,17069,1184,41,46,1366,2637,6.901782328
2000,17071,2030,74,54,1708,3866,8.329022245
2000,17073,11921,428,225,10896,23470,4.367277375
2000,17075,4397,229,113,8685,13424,31.94278903
2000,17077,11773,1228,266,9823,23090,8.445214379
2000,17079,1815,50,37,3119,5021,25.97092213
2000,17081,6685,211,102,8362,15360,10.91796875
2000,17083,4355,231,128,4699,9413,3.654520344
2000,17085,4585,314,119,5304,10322,6.965704321
2000,17087,1928,83,66,3285,5362,25.307721
2000,17089,60127,3274,1008,76996,141405,11.92956402
2000,17091,19180,713,241,20049,40183,2.162606077
2000,17093,8444,481,156,13688,22769,23.03131451
2000,17095,12572,455,235,9912,23174,11.47838094
2000,17097,115058,4843,1275,120988,242164,2.448753737
2000,17099,23355,992,384,21276,46007,4.518877562
2000,17101,2822,101,61,3594,6578,11.73609
2000,17103,6111,320,120,8069,14620,13.39261286
2000,17105,5829,285,120,9187,15421,21.77550094
2000,17107,4600,208,116,8141,13065,27.1029468
2000,17109,6080,364,103,6465,13012,2.958807255
2000,17111,40698,2751,624,62112,106185,20.16669021
2000,17113,24936,1546,408,34008,60898,14.89704095
2000,17115,24262,982,425,23830,49499,0.872744904
2000,17117,11015,426,199,9749,21389,5.918930291
2000,17119,59077,2359,847,48821,111104,9.230990783
2000,17121,8068,238,117,8240,16663,1.03222709
2000,17123,2570,134,58,3145,5907,9.734213645
2000,17125,3192,117,52,3411,6772,3.233904312
2000,17127,2912,83,73,3676,6744,11.32858837
2000,17129,2164,135,41,3862,6202,27.37826508
2000,17131,4400,156,74,3688,8318,8.55974994
2000,17133,5797,262,105,7632,13796,13.3009568
2000,17135,6542,191,134,6226,13093,2.413503399
2000,17137,5899,253,124,8058,14334,15.06209014
2000,17139,2529,78,60,3058,5725,9.240174672
2000,17141,7673,467,136,12325,20601,22.58142809
2000,17143,38604,1332,478,36398,76812,2.871947092
2000,17145,4862,173,105,4802,9942,0.603500302
2000,17147,3488,217,61,4619,8385,13.48837209
2000,17149,3198,115,93,4706,8112,18.58974359
2000,17151,927,31,26,1346,2330,17.98283262
2000,17153,1518,31,37,1430,3016,2.917771883
2000,17155,1657,58,27,1437,3179,6.920415225
2000,17157,6794,229,137,7127,14287,2.330790229
2000,17159,2491,134,85,4718,7428,29.9811524
2000,17161,37957,1364,580,25194,65095,19.60672863
2000,17163,55961,1569,564,42299,100393,13.60851852
2000,17165,5427,181,109,5933,11650,4.343347639
2000,17167,38414,2001,696,50374,91485,13.0731814
2000,17169,1587,72,36,2077,3772,12.99045599
2000,17171,954,31,26,1458,2469,20.41312272
2000,17173,4018,162,132,5851,10163,18.03601299
2000,17175,1211,55,29,1694,2989,16.15925059
2000,17177,8062,476,125,10715,19378,13.69078336
2000,17179,25379,1022,410,31537,58348,10.55391787
2000,17181,3982,189,92,4397,8660,4.792147806
2000,17183,15406,605,306,15783,32100,1.174454829
2000,17185,1987,75,40,3406,5508,25.76252723
2000,17187,3524,130,78,3899,7631,4.914165902
2000,17189,2638,96,51,4353,7138,24.02633791
2000,17191,2209,77,60,5347,7693,40.79032887
2000,17193,2958,113,45,4521,7637,20.46615163
2000,17195,12886,515,184,11252,24837,6.578894391
2000,17197,90902,3769,1171,95828,191670,2.57004226
2000,17199,12192,476,259,14012,26939,6.756004306
2000,17201,51981,2637,863,53816,109297,1.67891159
2000,17203,5529,263,96,10905,16793,32.01333889
2000,18001,3775,45,215,8555,12590,37.96664019
2000,18003,41636,556,1702,70426,114320,25.18369489
2000,18005,9015,181,373,16200,25769,27.88233924
2000,18007,1328,20,85,2441,3874,28.72999484
2000,18009,2103,18,73,2699,4893,12.18066626
2000,18011,4763,196,276,13161,18396,45.65122853
2000,18013,2608,210,128,3871,6817,18.52721138
2000,18015,2965,87,114,5102,8268,25.84663764
2000,18017,5412,0,389,9305,15106,25.77121674
2000,18019,17360,212,347,19417,37336,5.509427898
2000,18021,3605,19,141,6393,10158,27.44634771
2000,18023,3643,40,167,7141,10991,31.82603949
2000,18025,1817,17,48,2327,4209,12.11689237
2000,18027,2697,49,143,6872,9761,42.77225694
2000,18029,6020,0,178,11452,17650,30.77620397
2000,18031,2889,11,156,6115,9171,35.17609857
2000,18033,4776,71,237,8701,13785,28.47297787
2000,18035,20876,386,780,22105,44147,2.783881124
2000,18037,5090,42,238,10134,15504,32.53353973
2000,18039,16402,642,682,36756,54482,37.35912779
2000,18041,3415,31,141,5060,8647,19.02393894
2000,18043,13209,52,283,16486,30030,10.91242091
2000,18045,2717,18,138,4408,7281,23.22483175
2000,18047,2591,25,136,5587,8339,35.92756925
2000,18049,2960,37,112,5218,8327,27.11660862
2000,18051,5802,77,159,7734,13772,14.02846355
2000,18053,9712,84,437,16153,26386,24.41067233
2000,18055,4898,57,212,7452,12619,20.23932166
2000,18057,18002,669,883,56372,75926,50.53604826
2000,18059,6503,126,378,15943,22950,41.1328976
2000,18061,5870,101,214,8711,14896,19.07223416
2000,18063,10786,164,620,28651,40221,44.41709555
2000,18065,7647,9,338,10321,18315,14.6000546
2000,18067,12899,343,522,20331,34095,21.79791758
2000,18069,4119,162,226,10113,14620,40.99863201
2000,18071,5330,27,191,9054,14602,25.5033557
2000,18073,3744,71,140,7212,11167,31.05578938
2000,18075,3167,15,161,4687,8030,18.92901619
2000,18077,5117,84,148,6582,11931,12.27893722
2000,18079,3549,47,166,5732,9494,22.99346956
2000,18081,11952,178,750,29404,42284,41.27329486
2000,18083,6300,76,193,8485,15054,14.51441477
2000,18085,5785,92,367,19040,25284,52.42445816
2000,18087,2733,51,112,5437,8333,32.44929797
2000,18089,109078,1659,1868,63389,175994,25.96054411
2000,18091,19736,413,604,18994,39747,1.866807558
2000,18093,5071,101,293,10677,16142,34.72927766
2000,18095,23403,0,857,27956,52216,8.719549563
2000,18097,134189,2967,4937,137810,279903,1.293662447
2000,18099,5541,109,234,10266,16150,29.25696594
2000,18101,1518,14,69,3008,4609,32.32805381
2000,18103,4155,44,328,8401,12928,32.84344059
2000,18105,17523,2991,559,19147,40220,4.037792143
2000,18107,3899,132,179,8891,13101,38.10396153
2000,18109,6228,151,371,15286,22036,41.10546379
2000,18111,2101,28,131,3250,5510,20.85299456
2000,18113,4822,66,225,9103,14216,30.11395611
2000,18115,951,6,20,1515,2492,22.63242376
2000,18117,2601,46,124,4687,7458,27.96996514
2000,18119,2253,85,146,4019,6503,27.15669691
2000,18121,2481,20,105,3841,6447,21.09508298
2000,18123,3823,26,77,3461,7387,4.90050088
2000,18125,2605,3,128,3566,6302,15.24912726
2000,18127,26790,592,839,31157,59378,7.354575769
2000,18129,4430,52,130,6498,11110,18.61386139
2000,18131,1919,17,85,3497,5518,28.59731787
2000,18133,4123,144,252,7352,11871,27.2007413
2000,18135,3906,20,186,6020,10132,20.86458745
2000,18137,3498,23,166,6988,10675,32.69320843
2000,18139,2370,21,144,4749,7284,32.66062603
2000,18141,47703,905,1285,47581,97474,0.125161582
2000,18143,3915,40,130,3761,7846,1.962783584
2000,18145,5374,71,275,9590,15310,27.53755715
2000,18147,3752,42,97,5096,8987,14.95493491
2000,18149,4136,27,189,4349,8701,2.447994483
2000,18151,4103,40,181,6953,11277,25.2726789
2000,18153,3833,4,106,4319,8262,5.882352941
2000,18155,1336,15,57,1831,3239,15.2824946
2000,18157,18220,1054,915,26106,46295,17.03423696
2000,18159,2392,6,134,4784,7316,32.695462
2000,18161,927,11,52,1838,2828,32.2135785
2000,18163,29222,381,772,35846,66221,10.00286918
2000,18165,3370,13,120,3130,6633,3.618272275
2000,18167,17570,158,479,18021,36228,1.244893453
2000,18169,4277,125,160,8321,12883,31.39020414
2000,18171,1471,21,58,2218,3768,19.82484076
2000,18173,8749,105,250,13205,22309,19.97400152
2000,18175,3675,52,206,5868,9801,22.37526783
2000,18177,10273,209,396,14273,25151,15.9039402
2000,18179,3319,30,177,7755,11281,39.32275507
2000,18181,3655,39,173,6037,9904,24.05088853
2000,18183,4107,30,215,8080,12432,31.95785071
2000,19001,1753,66,29,2275,4123,12.66068397
2000,19003,897,51,27,1170,2145,12.72727273
2000,19005,2883,199,103,3277,6462,6.097183535
2000,19007,2560,105,47,2992,5704,7.573632539
2000,19009,1780,56,39,1909,3784,3.409090909
2000,19011,5915,231,152,5468,11766,3.799082101
2000,19013,30112,1132,373,23468,55085,12.06135972
2000,19015,6270,252,102,5625,12249,5.265735978
2000,19017,5169,260,71,5675,11175,4.527964206
2000,19019,5045,171,102,4092,9410,10.12752391
2000,19021,3297,227,99,4354,7977,13.25059546
2000,19023,2735,113,39,3837,6724,16.38905413
2000,19025,2132,93,40,2776,5041,12.77524301
2000,19027,4463,146,80,4879,9568,4.347826087
2000,19029,2481,147,46,4206,6880,25.07267442
2000,19031,4033,212,68,4031,8344,0.023969319
2000,19033,12185,408,172,9397,22162,12.58009205
2000,19035,2845,160,124,3463,6592,9.375
2000,19037,3435,145,68,2936,6584,7.578979344
2000,19039,2081,75,36,1984,4176,2.322796935
2000,19041,3294,166,126,3992,7578,9.210873581
2000,19043,4238,206,93,4034,8571,2.380119006
2000,19045,12276,471,204,9229,22180,13.73760144
2000,19047,2838,146,89,3482,6555,9.824561404
2000,19049,8561,320,143,10306,19330,9.02741852
2000,19051,1691,67,44,1956,3758,7.051623204
2000,19053,1674,94,38,1903,3709,6.174170936
2000,19055,3808,161,107,4273,8349,5.569529285
2000,19057,11351,409,220,7385,19365,20.48024787
2000,19059,3660,169,67,4225,8121,6.957271272
2000,19061,22341,987,533,16462,40323,14.57976837
2000,19063,2165,98,36,2331,4630,3.585313175
2000,19065,4640,174,60,4747,9621,1.112150504
2000,19067,3830,154,63,3191,7238,8.828405637
2000,19069,2122,110,49,2657,4938,10.83434589
2000,19071,1459,63,25,2069,3616,16.86946903
2000,19073,2301,106,30,2282,4719,0.402627675
2000,19075,2139,70,51,3851,6111,28.01505482
2000,19077,2493,86,50,2840,5469,6.344852807
2000,19079,3407,141,58,3968,7574,7.406918405
2000,19081,2281,123,46,2988,5438,13.00110335
2000,19083,3734,141,74,4486,8435,8.915234143
2000,19085,2551,126,64,3802,6543,19.11966988
2000,19087,3907,183,105,4476,8671,6.562103564
2000,19089,2426,100,43,1922,4491,11.22244489
2000,19091,1949,100,45,2846,4940,18.15789474
2000,19093,1411,58,54,1968,3491,15.95531366
2000,19095,3230,188,101,3894,7413,8.957237286
2000,19097,4945,227,91,3769,9032,13.02037201
2000,19099,8699,267,140,8729,17835,0.168208579
2000,19101,2863,206,1231,3248,7548,5.100688924
2000,19103,31174,3248,448,17899,52769,25.15681555
2000,19105,4690,195,57,4201,9143,5.348353932
2000,19107,2181,99,96,2571,4947,7.883565797
2000,19109,3960,206,100,4612,8878,7.343996396
2000,19111,9632,325,276,6339,16572,19.87086652
2000,19113,48897,2106,644,40417,92064,9.210983664
2000,19115,2294,85,51,2207,4637,1.876213069
2000,19117,1934,65,42,2262,4303,7.622588891
2000,19119,1313,68,43,3918,5342,48.76450768
2000,19121,3093,128,86,3662,6969,8.164729516
2000,19123,3370,143,59,5971,9543,27.25558001
2000,19125,5741,208,101,8358,14408,18.16352027
2000,19127,8322,340,177,8785,17624,2.62709941
2000,19129,2039,126,66,3684,5915,27.81065089
2000,19131,2650,87,37,2388,5162,5.075552112
2000,19133,2086,93,77,2304,4560,4.780701754
2000,19135,1699,54,36,1858,3647,4.359747738
2000,19137,1838,85,54,3417,5394,29.27326659
2000,19139,8058,371,164,7483,16076,3.576760388
2000,19141,2170,108,92,4674,7044,35.5479841
2000,19143,913,56,30,2064,3063,37.57753836
2000,19145,2293,125,53,4588,7059,32.51168721
2000,19147,2326,81,75,2341,4823,0.311009745
2000,19149,3499,198,232,6189,10118,26.58628187
2000,19151,1736,78,85,2242,4141,12.21927071
2000,19153,89715,3366,1159,79927,174167,5.61989355
2000,19155,14726,690,268,18783,34467,11.7706792
2000,19157,4222,287,75,4396,8980,1.937639198
2000,19159,1246,47,30,1369,2692,4.569093611
2000,19161,2099,97,61,2776,5033,13.45122194
2000,19163,35857,1386,524,32801,70568,4.330574765
2000,19165,2179,113,62,3655,6009,24.56315527
2000,19167,2148,156,147,12241,14692,68.6972502
2000,19169,17478,1317,341,16228,35364,3.534668024
2000,19171,4045,160,76,4034,8315,0.13229104
2000,19173,1247,46,33,1770,3096,16.89276486
2000,19175,2540,108,89,3003,5740,8.066202091
2000,19177,1440,51,54,2016,3561,16.17523168
2000,19179,8355,317,154,6313,15139,13.48834137
2000,19181,9521,371,140,9621,19653,0.508828169
2000,19183,3932,245,90,4827,9094,9.841653838
2000,19185,1300,31,24,1666,3021,12.11519364
2000,19187,8479,282,115,8172,17048,1.800797748
2000,19189,2691,115,59,2662,5527,0.524696942
2000,19191,4339,343,88,4647,9417,3.270680684
2000,19193,17691,804,537,18864,37896,3.09531349
2000,19195,2208,91,46,1659,4004,13.71128871
2000,19197,2796,107,49,3384,6336,9.28030303
2000,20001,2132,164,91,3379,5766,21.62677766
2000,20003,1327,94,73,1984,3478,18.89016676
2000,20005,3171,233,118,3378,6900,3
2000,20007,637,73,33,1755,2498,44.75580464
2000,20009,3238,251,164,7302,10955,37.09721588
2000,20011,2211,159,86,3852,6308,26.01458465
2000,20013,1512,120,74,2985,4691,31.40055425
2000,20015,6755,497,373,13377,21002,31.53033044
2000,20017,391,56,22,848,1317,34.70007593
2000,20019,443,36,54,1347,1880,48.08510638
2000,20021,3783,225,108,5014,9130,13.483023
2000,20023,350,47,18,1312,1727,55.70353214
2000,20025,292,34,9,926,1261,50.27755749
2000,20027,951,93,46,2998,4088,50.07338552
2000,20029,1314,210,61,2918,4503,35.62069731
2000,20031,1196,96,48,2700,4040,37.22772277
2000,20033,211,18,17,760,1006,54.57256461
2000,20035,5535,416,179,8080,14210,17.90992259
2000,20037,7076,630,168,7160,15034,0.558733537
2000,20039,424,51,29,1255,1759,47.24275156
2000,20041,2413,322,114,5243,8092,34.97281265
2000,20043,1134,90,75,2350,3649,33.32419841
2000,20045,18249,4031,496,17062,39838,2.979567247
2000,20047,447,33,21,1062,1563,39.34740883
2000,20049,402,34,34,1080,1550,43.74193548
2000,20051,3926,543,175,6516,11160,23.2078853
2000,20053,825,130,39,1845,2839,35.92814371
2000,20055,2431,182,95,6442,9150,43.83606557
2000,20057,2566,200,101,6050,8917,39.07143658
2000,20059,3321,306,106,5925,9658,26.96210396
2000,20061,2660,158,71,3977,6866,19.18147393
2000,20063,296,44,33,1122,1495,55.25083612
2000,20065,346,47,23,1058,1474,48.30393487
2000,20067,683,39,8,2126,2856,50.52521008
2000,20069,482,27,20,1631,2160,53.19444444
2000,20071,143,24,8,628,803,60.3985056
2000,20073,1027,81,61,2392,3561,38.33192923
2000,20075,264,15,12,901,1192,53.43959732
2000,20077,869,75,35,2076,3055,39.50900164
2000,20079,4591,651,171,8271,13684,26.89272143
2000,20081,263,16,14,1323,1616,65.59405941
2000,20083,217,21,15,835,1088,56.80147059
2000,20085,1990,123,136,3001,5250,19.25714286
2000,20087,3000,321,133,4423,7877,18.06525327
2000,20089,380,57,40,1400,1877,54.34203516
2000,20091,79118,6493,1960,129965,217536,23.37406222
2000,20093,320,16,15,1084,1435,53.24041812
2000,20095,991,86,59,2672,3808,44.14390756
2000,20097,294,34,18,1262,1608,60.19900498
2000,20099,3745,230,88,4475,8538,8.550011712
2000,20101,252,23,12,846,1133,52.42718447
2000,20103,9733,679,276,12583,23271,12.24700271
2000,20105,469,98,28,1295,1890,43.7037037
2000,20107,1587,91,68,2513,4259,21.742193
2000,20109,231,49,29,1088,1397,61.34574087
2000,20111,5190,417,196,6652,12455,11.73825773
2000,20113,3272,534,154,8501,12461,41.96292432
2000,20115,1475,189,83,4156,5903,45.41758428
2000,20117,1831,134,84,3066,5115,24.14467253
2000,20119,400,33,16,1604,2053,58.64588407
2000,20121,4554,294,148,6611,11607,17.72206427
2000,20123,751,115,50,2350,3266,48.95897122
2000,20125,4770,269,210,8496,13745,27.10803929
2000,20127,882,104,56,1599,2641,27.14880727
2000,20129,321,19,14,1203,1557,56.64739884
2000,20131,1494,102,116,3578,5290,39.39508507
2000,20133,2588,194,90,4014,6886,20.70868429
2000,20135,383,49,24,1420,1876,55.2771855
2000,20137,598,65,44,1744,2451,46.75642595
2000,20139,2530,171,142,3770,6613,18.75094511
2000,20141,484,74,40,1432,2030,46.69950739
2000,20143,631,145,38,1977,2791,48.22644214
2000,20145,968,93,29,1850,2940,30
2000,20147,611,85,39,2057,2792,51.79083095
2000,20149,2037,252,457,4985,7731,38.13219506
2000,20151,1314,149,68,2885,4416,35.57518116
2000,20153,306,49,36,1349,1740,59.94252874
2000,20155,9025,877,349,15179,25430,24.19976406
2000,20157,604,103,39,2239,2985,54.77386935
2000,20159,1422,128,67,2903,4520,32.76548673
2000,20161,6188,1171,222,10672,18253,24.5658248
2000,20163,597,105,57,2016,2775,51.13513514
2000,20165,505,82,32,1235,1854,39.37432578
2000,20167,886,121,41,2434,3482,44.4572085
2000,20169,7487,1367,261,12412,21527,22.87824592
